FEN,Evaluation
3rkb1r/pp2p1pp/n1p2p2/5b2/2P5/5NP1/P2PPPBP/R1B2RK1 w k - 0 14,+53
3rkb1r/pp2p1pp/n1p2p2/5b2/2P5/3P1NP1/P3PPBP/R1B2RK1 b k - 0 14,0
3rkb1r/pp4pp/n1p2p2/4pb2/2P5/3P1NP1/P3PPBP/R1B2RK1 w k - 0 15,+41
3rkb1r/pp4pp/n1p2p2/4pb2/2P5/3P1NP1/P3PPBP/1RB2RK1 b k - 1 15,+1
4kb1r/pp1r2pp/n1p2p2/4pb2/2P5/3P1NP1/P3PPBP/1RB2RK1 w k - 2 16,+46
4kb1r/pp1r2pp/n1p2p2/4pb2/2P5/3P2P1/P2NPPBP/1RB2RK1 b k - 3 16,0
4kb1r/pp1r2pp/2p2p2/2n1pb2/2P5/3P2P1/P2NPPBP/1RB2RK1 w k - 4 17,+100
4kb1r/pp1r2pp/2p2p2/2n1pb2/2P5/1N1P2P1/P3PPBP/1RB2RK1 b k - 5 17,0
r1bqkb1r/1p3ppp/p1np1n2/4p3/4P3/2N1BN2/PPP2PPP/R2QKB1R w KQkq - 0 8,+36
r1bqkb1r/1p3ppp/p1np1n2/4p3/2B1P3/2N1BN2/PPP2PPP/R2QK2R b KQkq - 1 8,-4
r1bqk2r/1p2bppp/p1np1n2/4p3/2B1P3/2N1BN2/PPP2PPP/R2QK2R w KQkq - 2 9,+48
r1bqk2r/1p2bppp/p1np1n2/4p3/2B1P3/2N1BN2/PPP2PPP/R2Q1RK1 b kq - 3 9,0
r1bq1rk1/1p2bppp/p1np1n2/4p3/2B1P3/2N1BN2/PPP2PPP/R2Q1RK1 w - - 4 10,+64
r1bq1rk1/1p2bppp/p1np1n2/4p3/2B1P3/2N1BN2/PPP1QPPP/R4RK1 b - - 5 10,-24
r1bq1rk1/1p2bpp1/p1np1n1p/4p3/2B1P3/2N1BN2/PPP1QPPP/R4RK1 w - - 0 11,+72
r1bq1rk1/1p2bpp1/p1np1n1p/4p3/P1B1P3/2N1BN2/1PP1QPPP/R4RK1 b - - 0 11,0
r2q1rk1/1p2bpp1/p1npbn1p/4p3/P1B1P3/2N1BN2/1PP1QPPP/R4RK1 w - - 1 12,+43
r2q1rk1/1p2bpp1/p1npbn1p/4p3/P1B1P3/2N1BN2/1PP1QPPP/R2R2K1 b - - 2 12,-35
2rq1rk1/1p2bpp1/p1npbn1p/4p3/P1B1P3/2N1BN2/1PP1QPPP/R2R2K1 w - - 3 13,+22
2rq1rk1/1p2bpp1/p1npbn1p/4p3/P3P3/2N1BN2/BPP1QPPP/R2R2K1 b - - 4 13,-10
2r2rk1/1pq1bpp1/p1npbn1p/4p3/P3P3/2N1BN2/BPP1QPPP/R2R2K1 w - - 5 14,+63
2r2rk1/1pq1bpp1/p1npbn1p/4p3/P3P3/2N1BN1P/BPP1QPP1/R2R2K1 b - - 0 14,-19
2r2rk1/1pq1bpp1/p1np1n1p/4p3/P3P3/2N1BN1P/bPP1QPP1/R2R2K1 w - - 0 15,+16
2r2rk1/1pq1bpp1/p1np1n1p/4p3/P3P3/2N1BN1P/RPP1QPP1/3R2K1 b - - 0 15,-62
2r2rk1/1pq1bpp1/p2p1n1p/4p3/Pn2P3/2N1BN1P/RPP1QPP1/3R2K1 w - - 1 16,0
2r2rk1/1pq1bpp1/p2p1n1p/4p3/Pn2P3/2N1BN1P/1PP1QPP1/R2R2K1 b - - 2 16,-15
2r2rk1/1p2bpp1/p2p1n1p/4p3/Pnq1P3/2N1BN1P/1PP1QPP1/R2R2K1 w - - 3 17,0
2r2rk1/1p2bpp1/p2p1n1p/4p3/Pnq1P3/2N1BN1P/1PPRQPP1/R5K1 b - - 4 17,-20
2r1r1k1/1p2bpp1/p2p1n1p/4p3/Pnq1P3/2N1BN1P/1PPRQPP1/R5K1 w - - 5 18,+13
2r1r1k1/1p2bpp1/p2p1n1p/4p3/Pnq1P3/2N1BN1P/1PPRQPP1/R4K2 b - - 6 18,-147
2r1r1k1/1p2bpp1/p1qp1n1p/4p3/Pn2P3/2N1BN1P/1PPRQPP1/R4K2 w - - 7 19,-128
2r1r1k1/1p2bpp1/p1qp1n1p/P3p3/1n2P3/2N1BN1P/1PPRQPP1/R4K2 b - - 0 19,-148
2r1r1k1/1p2bpp1/p1qp3p/P3p3/1n2n3/2N1BN1P/1PPRQPP1/R4K2 w - - 0 20,-104
2r1r1k1/1p2bpp1/p1qp3p/P3p3/1n2N3/4BN1P/1PPRQPP1/R4K2 b - - 0 20,-158
2r1r1k1/1p2bpp1/p2p3p/P3p3/1n2q3/4BN1P/1PPRQPP1/R4K2 w - - 0 21,-115
2r1r1k1/1p2bpp1/p2p3p/P3p3/Rn2q3/4BN1P/1PPRQPP1/5K2 b - - 1 21,-164
2r1r1k1/1p2bpp1/p6p/P2pp3/Rn2q3/4BN1P/1PPRQPP1/5K2 w - - 0 22,-117
2r1r1k1/1p2bpp1/p6p/P2pp3/Rn2q3/2P1BN1P/1P1RQPP1/5K2 b - - 0 22,-146
2r1r1k1/1p2bpp1/p6p/P3p3/Rn1pq3/2P1BN1P/1P1RQPP1/5K2 w - - 0 23,-200
2r1r1k1/1p2bpp1/p6p/P3p3/Rn1Pq3/4BN1P/1P1RQPP1/5K2 b - - 0 23,-156
4r1k1/1p2bpp1/p6p/P3p3/Rn1Pq3/4BN1P/1P1RQPP1/2r2K2 w - - 1 24,-129
4r1k1/1p2bpp1/p6p/P3p3/Rn1Pq3/4B2P/1P1RQPP1/2r1NK2 b - - 2 24,-300
4r1k1/1p2bpp1/p1q4p/P3p3/Rn1P4/4B2P/1P1RQPP1/2r1NK2 w - - 3 25,-212
4r1k1/1p2bpp1/p1q4p/P3p3/Rn1P4/1P2B2P/3RQPP1/2r1NK2 b - - 0 25,-255
4r1k1/1p2bpp1/p1q4p/P7/Rn1Pp3/1P2B2P/3RQPP1/2r1NK2 w - - 0 26,-76
4r1k1/1p2bpp1/p1q4p/P7/Rn1Pp3/1P2B2P/1R2QPP1/2r1NK2 b - - 1 26,-117
4r1k1/1p2bpp1/p1q4p/P7/Rn1Pp3/1P2B2P/1R2QPP1/4rK2 w - - 0 27,-76
4r1k1/1p2bpp1/p1q4p/P7/Rn1Pp3/1P2B2P/1R3PP1/4QK2 b - - 0 27,-125
4r1k1/1p2bpp1/p1q4p/P7/R2Pp3/1P1nB2P/1R3PP1/4QK2 w - - 1 28,-81
4r1k1/1p2bpp1/p1q4p/P7/R2Pp3/1P1nB2P/1R1Q1PP1/5K2 b - - 2 28,-97
4r1k1/1p2bpp1/p1q4p/P7/R2Pp3/1P2B2P/1n1Q1PP1/5K2 w - - 0 29,-68
4r1k1/1p2bpp1/p1q4p/P7/R2Pp3/1P2B2P/1Q3PP1/5K2 b - - 0 29,-90
4r1k1/1p3pp1/p1q4p/P5b1/R2Pp3/1P2B2P/1Q3PP1/5K2 w - - 1 30,0
4r1k1/1p3pp1/p1q4p/P5b1/R2Pp3/1P2B2P/1Q3PP1/6K1 b - - 2 30,-57
4r1k1/1p3pp1/p6p/P2q2b1/R2Pp3/1P2B2P/1Q3PP1/6K1 w - - 3 31,0
4r1k1/1p3pp1/p6p/P2q2b1/R2Pp3/1PQ1B2P/5PP1/6K1 b - - 4 31,-25
3br1k1/1p3pp1/p6p/P2q4/R2Pp3/1PQ1B2P/5PP1/6K1 w - - 5 32,+15
3br1k1/1p3pp1/p6p/P2q4/R1QPp3/1P2B2P/5PP1/6K1 b - - 6 32,-56
3br1k1/1p3pp1/p2q3p/P7/R1QPp3/1P2B2P/5PP1/6K1 w - - 7 33,+13
3br1k1/1p3pp1/p2q3p/P7/2QPp3/1P2B2P/5PP1/R5K1 b - - 8 33,-46
4r1k1/1pb2pp1/p2q3p/P7/2QPp3/1P2B2P/5PP1/R5K1 w - - 9 34,0
4r1k1/1pb2pp1/p2q3p/P7/2QPp3/1P2B1PP/5P2/R5K1 b - - 0 34,-33
4r1k1/1pbq1pp1/p6p/P7/2QPp3/1P2B1PP/5P2/R5K1 w - - 1 35,0
4r1k1/1pbq1pp1/p6p/P7/2QPp3/1P2B1PP/5PK1/R7 b - - 2 35,-26
6k1/1pbqrpp1/p6p/P7/2QPp3/1P2B1PP/5PK1/R7 w - - 3 36,+23
6k1/1pbqrpp1/p6p/P1Q5/3Pp3/1P2B1PP/5PK1/R7 b - - 4 36,-87
6k1/1p1qrpp1/p2b3p/P1Q5/3Pp3/1P2B1PP/5PK1/R7 w - - 5 37,-34
6k1/1p1qrpp1/p2b3p/P2Q4/3Pp3/1P2B1PP/5PK1/R7 b - - 6 37,-57
6k1/1p2rpp1/p2bq2p/P2Q4/3Pp3/1P2B1PP/5PK1/R7 w - - 7 38,+2
6k1/1p2rpp1/p2bQ2p/P7/3Pp3/1P2B1PP/5PK1/R7 b - - 0 38,0
6k1/1p3pp1/p2br2p/P7/3Pp3/1P2B1PP/5PK1/R7 w - - 0 39,0
6k1/1p3pp1/p2br2p/P2P4/4p3/1P2B1PP/5PK1/R7 b - - 0 39,-23
4r1k1/1p3pp1/p2b3p/P2P4/4p3/1P2B1PP/5PK1/R7 w - - 1 40,0
4r1k1/1p3pp1/p2b3p/P2P4/4p3/1P2B1PP/5PK1/2R5 b - - 2 40,-9
4r1k1/1p4p1/p2b3p/P2P1p2/4p3/1P2B1PP/5PK1/2R5 w - - 0 41,+19
4r1k1/1p4p1/pB1b3p/P2P1p2/4p3/1P4PP/5PK1/2R5 b - - 1 41,-66
4r3/1p3kp1/pB1b3p/P2P1p2/4p3/1P4PP/5PK1/2R5 w - - 2 42,-38
4r3/1p3kp1/pB1b3p/P2P1p2/4p2P/1P4P1/5PK1/2R5 b - - 0 42,-51
4r3/1p3k2/pB1b3p/P2P1pp1/4p2P/1P4P1/5PK1/2R5 w - - 0 43,-16
4r3/1p3k2/pB1b3p/P2P1pP1/4p3/1P4P1/5PK1/2R5 b - - 0 43,-45
4r3/1p3k2/pB1b4/P2P1pp1/4p3/1P4P1/5PK1/2R5 w - - 0 44,-23
4r3/1p3k2/p2b4/P1BP1pp1/4p3/1P4P1/5PK1/2R5 b - - 1 44,-63
4r3/1p3k2/p7/P1BPbpp1/4p3/1P4P1/5PK1/2R5 w - - 2 45,0
4r3/1p3k2/p7/P1BPbpp1/4p3/1P4P1/5PK1/7R b - - 3 45,-52
4r3/1p6/p5k1/P1BPbpp1/4p3/1P4P1/5PK1/7R w - - 4 46,-48
4r3/1p6/p5k1/P1BPbpp1/4p3/1P4P1/5PK1/3R4 b - - 5 46,-71
1r6/1p6/p5k1/P1BPbpp1/4p3/1P4P1/5PK1/3R4 w - - 6 47,+193
1r6/1p6/p5k1/P1BPbpp1/4p3/1P3PP1/6K1/3R4 b - - 0 47,-60
1r6/1p6/p5k1/P1BPbpp1/8/1P3pP1/6K1/3R4 w - - 0 48,-32
1r6/1p6/p5k1/P1BPbpp1/8/1P3KP1/8/3R4 b - - 0 48,-28
1r6/1p6/p5k1/P1BPbp2/6p1/1P3KP1/8/3R4 w - - 0 49,-47
1r6/1p6/p5k1/P1BPbp2/6p1/1P4P1/6K1/3R4 b - - 1 49,-63
3r4/1p6/p5k1/P1BPbp2/6p1/1P4P1/6K1/3R4 w - - 2 50,-39
3r4/1p6/p5k1/P1BPbp2/1P4p1/6P1/6K1/3R4 b - - 0 50,-57
3r4/1p6/p4k2/P1BPbp2/1P4p1/6P1/6K1/3R4 w - - 1 51,-45
3r4/1p6/p4k2/P1BPbp2/1P4p1/6P1/5K2/3R4 b - - 2 51,-46
3r4/1p6/p4k2/P1BPb3/1P3pp1/6P1/5K2/3R4 w - - 0 52,-13
3r4/1p6/p4k2/P1BPb3/1P3Pp1/8/5K2/3R4 b - - 0 52,-53
3r4/1p6/p4k2/P1BP4/1P3bp1/8/5K2/3R4 w - - 0 53,-18
3r4/1p6/p2P1k2/P1B5/1P3bp1/8/5K2/3R4 b - - 0 53,-13
3r4/1p6/p2P4/P1B2k2/1P3bp1/8/5K2/3R4 w - - 1 54,-13
3r4/1p6/p2P4/P1BR1k2/1P3bp1/8/5K2/8 b - - 2 54,-17
3r4/1p6/p2P4/P1BR4/1P2kbp1/8/5K2/8 w - - 3 55,-13
3r4/1p6/p2P4/P1B5/1P1Rkbp1/8/5K2/8 b - - 4 55,-24
3r4/1p6/p2P4/P1B2k2/1P1R1bp1/8/5K2/8 w - - 5 56,-6
3r4/1p6/p2Pk3/P1BR4/1P3bp1/8/5K2/8 w - - 7 57,-13
3r4/1p6/p2Pk3/P1B5/1P1R1bp1/8/5K2/8 b - - 8 57,-13
3r4/1p6/p2Pk3/P1B5/1P1R1b2/6p1/5K2/8 w - - 0 58,0
3r4/1p6/p2Pk3/P1B5/1P1R1b2/6p1/6K1/8 b - - 1 58,-13
3r4/1p6/p2Pk3/P1B1b3/1P1R4/6p1/6K1/8 w - - 2 59,0
3r4/1p6/p2Pk3/P1B1b3/1P5R/6p1/6K1/8 b - - 3 59,0
3r4/1p6/p2bk3/P1B5/1P5R/6p1/6K1/8 w - - 0 60,0
3r4/1p6/p2Bk3/P7/1P5R/6p1/6K1/8 b - - 0 60,0
3r4/1p6/p2k4/P7/1P5R/6p1/6K1/8 w - - 0 61,0
3r4/1p6/p2k3R/P7/1P6/6p1/6K1/8 b - - 1 61,-13
3r4/1pk5/p6R/P7/1P6/6p1/6K1/8 w - - 2 62,-22
3r4/1pk5/p6R/P7/1P6/6K1/8/8 b - - 0 62,-13
8/1pk5/p6R/P7/1P1r4/6K1/8/8 w - - 1 63,-15
8/1pk4R/p7/P7/1P1r4/6K1/8/8 b - - 2 63,-66
8/1p5R/p1k5/P7/1P1r4/6K1/8/8 w - - 3 64,-13
8/1p6/p1k4R/P7/1P1r4/6K1/8/8 b - - 4 64,-13
8/1pk5/p6R/PP6/3r4/6K1/8/8 b - - 0 65,-23
8/1pk5/7R/Pp6/3r4/6K1/8/8 w - - 0 66,-13
8/1pk5/1R6/Pp6/3r4/6K1/8/8 b - - 1 66,-13
8/1pk5/1R6/Pp1r4/8/6K1/8/8 w - - 2 67,-23
8/1pk5/1R6/Pp1r4/5K2/8/8/8 b - - 3 67,0
8/1pk5/1R6/P2r4/1p3K2/8/8/8 w - - 0 68,-13
8/1pk5/8/P2r4/1R3K2/8/8/8 b - - 0 68,-25
8/1pk5/8/r7/1R3K2/8/8/8 w - - 0 69,-23
8/1pk5/8/r7/1R2K3/8/8/8 b - - 1 69,-13
8/1pk5/8/2r5/1R2K3/8/8/8 w - - 2 70,0
8/1pk5/8/2r5/1R1K4/8/8/8 b - - 3 70,-13
8/1pk5/8/8/1R1K4/8/8/2r5 w - - 4 71,0
8/1pk5/8/3K4/1R6/8/8/2r5 b - - 5 71,0
8/1pk5/8/3K4/1R6/8/2r5/8 w - - 6 72,-13
8/1pk5/8/8/1R1K4/8/2r5/8 b - - 7 72,0
8/1pk5/2r5/8/1R1K4/8/8/8 w - - 8 73,0
8/1pk5/2r5/3K4/1R6/8/8/8 b - - 9 73,0
8/1pk5/8/3K4/1R6/8/8/2r5 w - - 10 74,0
8/1pk5/8/8/1R1K4/8/8/2r5 b - - 11 74,-13
8/1p6/2k5/8/1R1K4/8/8/2r5 w - - 12 75,0
8/1p6/2k5/8/2RK4/8/8/2r5 b - - 13 75,0
r1b2rk1/2q1bppp/p2p1n2/np2p3/3pP3/2P2N1P/PPBN1PP1/R1BQR1K1 w - - 0 13,+78
r1b2rk1/2q1bppp/p2p1n2/np2p3/3PP3/5N1P/PPBN1PP1/R1BQR1K1 b - - 0 13,+7
r1b2rk1/2q1bppp/p1np1n2/1p2p3/3PP3/5N1P/PPBN1PP1/R1BQR1K1 w - - 1 14,+70
r1b2rk1/2q1bppp/p1np1n2/1p1Pp3/4P3/5N1P/PPBN1PP1/R1BQR1K1 b - - 0 14,-24
r1b2rk1/2q1bppp/p2p1n2/1p1Pp3/1n2P3/5N1P/PPBN1PP1/R1BQR1K1 w - - 1 15,+25
r1b2rk1/2q1bppp/p2p1n2/1p1Pp3/1n2P3/5N1P/PP1N1PP1/RBBQR1K1 b - - 2 15,-28
r1b2rk1/2q1bppp/3p1n2/pp1Pp3/1n2P3/5N1P/PP1N1PP1/RBBQR1K1 w - - 0 16,+43
r1b2rk1/2q1bppp/3p1n2/pp1Pp3/1n2P3/5N1P/PP3PP1/RBBQRNK1 b - - 1 16,-44
r4rk1/2qbbppp/3p1n2/pp1Pp3/1n2P3/5N1P/PP3PP1/RBBQRNK1 w - - 2 17,+36
r4rk1/2qbbppp/3p1n2/pp1Pp3/1n2P3/5N1P/PP1B1PP1/RB1QRNK1 b - - 3 17,-45
r1r3k1/2qbbppp/3p1n2/pp1Pp3/1n2P3/5N1P/PP1B1PP1/RB1QRNK1 w - - 4 18,0
r1r3k1/2qbbppp/3p1n2/pp1Pp3/1n2P3/4NN1P/PP1B1PP1/RB1QR1K1 b - - 5 18,-25
r1r3k1/2qbbppp/n2p1n2/pp1Pp3/4P3/4NN1P/PP1B1PP1/RB1QR1K1 w - - 6 19,0
r1r3k1/2qbbppp/n2p1n2/pp1Pp3/4P3/4N2P/PP1B1PPN/RB1QR1K1 b - - 7 19,-89
r1r3k1/2qbbppp/3p1n2/ppnPp3/4P3/4N2P/PP1B1PPN/RB1QR1K1 w - - 8 20,+14
r1r3k1/2qbbppp/3p1n2/ppnPp3/4P3/4NQ1P/PP1B1PPN/RB2R1K1 b - - 9 20,-83
r1rq2k1/3bbppp/3p1n2/ppnPp3/4P3/4NQ1P/PP1B1PPN/RB2R1K1 w - - 10 21,0
r1rq2k1/3bbppp/3p1n2/ppnPp3/4P2P/4NQ2/PP1B1PPN/RB2R1K1 b - - 0 21,-85
r1rq2k1/3bbp1p/3p1np1/ppnPp3/4P2P/4NQ2/PP1B1PPN/RB2R1K1 w - - 0 22,0
r1rq2k1/3bbp1p/3p1np1/ppnPp3/4P1PP/4NQ2/PP1B1P1N/RB2R1K1 b - - 0 22,-106
r1rq2k1/3bbp2/3p1npp/ppnPp3/4P1PP/4NQ2/PP1B1P1N/RB2R1K1 w - - 0 23,-33
r1rq2k1/3bbp2/3p1npp/ppnPp3/4P1PP/5Q2/PP1B1PNN/RB2R1K1 b - - 1 23,-99
r1rq1bk1/3b1p2/3p1npp/ppnPp3/4P1PP/5Q2/PP1B1PNN/RB2R1K1 w - - 2 24,-52
r1rq1bk1/3b1p2/3p1npp/ppnPp1P1/4P2P/5Q2/PP1B1PNN/RB2R1K1 b - - 0 24,-111
r1rq1bk1/3b1p2/3p1np1/ppnPp1p1/4P2P/5Q2/PP1B1PNN/RB2R1K1 w - - 0 25,-62
r1rq1bk1/3b1p2/3p1np1/ppnPp1P1/4P3/5Q2/PP1B1PNN/RB2R1K1 b - - 0 25,-111
r1rq1bk1/3b1p2/3p2p1/ppnPp1Pn/4P3/5Q2/PP1B1PNN/RB2R1K1 w - - 1 26,-73
r1rq1bk1/3b1p2/3p2p1/ppnPp1Pn/4P1N1/5Q2/PP1B1PN1/RB2R1K1 b - - 2 26,-137
r1rq2k1/3b1pb1/3p2p1/ppnPp1Pn/4P1N1/5Q2/PP1B1PN1/RB2R1K1 w - - 3 27,-84
r1rq2k1/3b1pb1/3p2pN/ppnPp1Pn/4P3/5Q2/PP1B1PN1/RB2R1K1 b - - 4 27,-196
r1rq2k1/3b1p2/3p2pb/ppnPp1Pn/4P3/5Q2/PP1B1PN1/RB2R1K1 w - - 0 28,-123
r1rq2k1/3b1p2/3p2pP/ppnPp2n/4P3/5Q2/PP1B1PN1/RB2R1K1 b - - 0 28,-212
r1r3k1/3b1p2/3p1qpP/ppnPp2n/4P3/5Q2/PP1B1PN1/RB2R1K1 w - - 1 29,-78
r1r3k1/3b1p2/3p1qpP/ppnPp2n/4P3/4Q3/PP1B1PN1/RB2R1K1 b - - 2 29,-193
r1r3k1/3b1p2/3p1q1P/ppnPp1pn/4P3/4Q3/PP1B1PN1/RB2R1K1 w - - 0 30,-84
r1r3k1/3b1p2/3p1q1P/ppnPp1Qn/4P3/8/PP1B1PN1/RB2R1K1 b - - 0 30,-126
r1r3k1/3b1p2/3p3P/ppnPp1qn/4P3/8/PP1B1PN1/RB2R1K1 w - - 0 31,-78
r1r3k1/3b1p2/3p3P/ppnPp1Bn/4P3/8/PP3PN1/RB2R1K1 b - - 0 31,-101
r1r4k/3b1p2/3p3P/ppnPp1Bn/4P3/8/PP3PN1/RB2R1K1 w - - 1 32,0
r1r4k/3b1p2/3p3P/ppnPp1Bn/4P3/8/PP3PNK/RB2R3 b - - 2 32,-275
r5rk/3b1p2/3p3P/ppnPp1Bn/4P3/8/PP3PNK/RB2R3 w - - 3 33,-207
r5rk/3b1p2/3p3P/ppnPp1Bn/4PP2/8/PP4NK/RB2R3 b - - 0 33,-174
r5rk/3b1p2/3p3P/ppnP2Bn/4Pp2/8/PP4NK/RB2R3 w - - 0 34,-181
r5rk/3bBp2/3p3P/ppnP3n/4Pp2/8/PP4NK/RB2R3 b - - 1 34,-200
r5rk/3bBp2/3p3P/ppnP3n/4P3/5p2/PP4NK/RB2R3 w - - 0 35,-179
r5rk/3bBp2/3p3P/ppnP3n/4P2N/5p2/PP5K/RB2R3 b - - 1 35,-227
r5rk/3bBp2/3p3P/ppnP3n/4P2N/8/PP3p1K/RB2R3 w - - 0 36,-236
r5rk/3bBp2/3p3P/ppnP3n/4P2N/8/PP3p1K/RB3R2 b - - 1 36,-280
4r1rk/3bBp2/3p3P/ppnP3n/4P2N/8/PP3p1K/RB3R2 w - - 2 37,-182
4r1rk/3b1p2/3B3P/ppnP3n/4P2N/8/PP3p1K/RB3R2 b - - 0 37,-245
4r1rk/3b1p2/3B3P/pp1P3n/4n2N/8/PP3p1K/RB3R2 w - - 0 38,-261
4r1rk/2Bb1p2/7P/pp1P3n/4n2N/8/PP3p1K/RB3R2 b - - 1 38,-500
4r1rk/2Bb1p2/7P/pp1P4/4n2N/6n1/PP3p1K/RB3R2 w - - 2 39,-249
4r1rk/3b1p2/7P/pp1P4/4n2N/6B1/PP3p1K/RB3R2 b - - 0 39,-259
4r2k/3b1p2/7P/pp1P4/4n2N/6r1/PP3p1K/RB3R2 w - - 0 40,-245
4r2k/3b1p2/7P/pp1P4/4B2N/6r1/PP3p1K/R4R2 b - - 0 40,-255
4r2k/3b1p2/7P/pp1P4/4B2N/7r/PP3p1K/R4R2 w - - 1 41,-238
4r2k/3b1p2/7P/pp1P4/4B2N/7r/PP3pK1/R4R2 b - - 2 41,-259
4r2k/3b1p2/7P/pp1P4/4B2r/8/PP3pK1/R4R2 w - - 0 42,-259
4r2k/3b1p2/7P/pp1P4/7r/3B4/PP3pK1/R4R2 b - - 1 42,-472
4r2k/5p2/7P/pp1P4/7r/3B3b/PP3pK1/R4R2 w - - 2 43,-253
4r2k/5p2/7P/pp1P4/7r/3B2Kb/PP3p2/R4R2 b - - 3 43,-468
4r2k/5p2/7P/pp1P4/7r/3B2K1/PP3p2/R4b2 w - - 0 44,-389
4r2k/5p2/7P/pp1P4/7r/6K1/PP3p2/R4B2 b - - 0 44,-755
4r2k/5p2/7r/pp1P4/8/6K1/PP3p2/R4B2 w - - 0 45,-589
4r2k/5p2/7r/pB1P4/8/6K1/PP3p2/R7 b - - 0 45,-2202
1r5k/5p2/7r/pB1P4/8/6K1/PP3p2/R7 w - - 1 46,-458
1r5k/5p2/7r/pB1P4/P7/6K1/1P3p2/R7 b - - 0 46,-540
1r5k/5p2/5r2/pB1P4/P7/6K1/1P3p2/R7 w - - 1 47,-490
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,+102
rnbqkb1r/pppp1ppp/5n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq - 0 3,+51
rnbqkb1r/ppp2ppp/3p1n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq - 0 4,+102
rnbqkb1r/ppp2ppp/3p1n2/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 4,+57
rnbqkb1r/ppp2ppp/3p4/8/4n3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 5,+93
rnbqkb1r/ppp2ppp/3p4/8/3Pn3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 5,+25
rnbqkb1r/ppp2ppp/8/3p4/3Pn3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 6,+125
rnbqkb1r/ppp2ppp/8/3p4/3Pn3/3B1N2/PPP2PPP/RNBQK2R b KQkq - 1 6,+21
r1bqkb1r/ppp2ppp/2n5/3p4/3Pn3/3B1N2/PPP2PPP/RNBQK2R w KQkq - 2 7,+79
r1bqkb1r/ppp2ppp/2n5/3p4/3Pn3/3B1N2/PPP2PPP/RNBQ1RK1 b kq - 3 7,+14
r1bqk2r/ppp1bppp/2n5/3p4/3Pn3/3B1N2/PPP2PPP/RNBQ1RK1 w kq - 4 8,+88
r1bqk2r/ppp1bppp/2n5/3p4/2PPn3/3B1N2/PP3PPP/RNBQ1RK1 b kq - 0 8,+41
r1bqk2r/ppp1bppp/2n2n2/3p4/2PP4/3B1N2/PP3PPP/RNBQ1RK1 w kq - 1 9,+71
r1bqk2r/ppp1bppp/2n2n2/3P4/3P4/3B1N2/PP3PPP/RNBQ1RK1 b kq - 0 9,0
r1bqk2r/ppp1bppp/2n5/3n4/3P4/3B1N2/PP3PPP/RNBQ1RK1 w kq - 0 10,+73
r1bqk2r/ppp1bppp/2n5/3n4/3P4/3B1N1P/PP3PP1/RNBQ1RK1 b kq - 0 10,+15
r1bq1rk1/ppp1bppp/2n5/3n4/3P4/3B1N1P/PP3PP1/RNBQ1RK1 w - - 1 11,+64
r1bq1rk1/ppp1bppp/2n5/3n4/3P4/2NB1N1P/PP3PP1/R1BQ1RK1 b - - 2 11,0
r2q1rk1/ppp1bppp/2n1b3/3n4/3P4/2NB1N1P/PP3PP1/R1BQ1RK1 w - - 3 12,+68
r2q1rk1/ppp1bppp/2n1b3/3n4/3P4/2NB1N1P/PP3PP1/R1BQR1K1 b - - 4 12,0
r2q1rk1/ppp2ppp/2n1bb2/3n4/3P4/2NB1N1P/PP3PP1/R1BQR1K1 w - - 5 13,+51
r2q1rk1/ppp2ppp/2n1bb2/3n4/3PN3/3B1N1P/PP3PP1/R1BQR1K1 b - - 6 13,+19
r2q1rk1/ppp2ppp/2n1b3/3n4/3bN3/3B1N1P/PP3PP1/R1BQR1K1 w - - 0 14,+163
r2q1rk1/ppp2ppp/2n1b3/3n2N1/3b4/3B1N1P/PP3PP1/R1BQR1K1 b - - 1 14,+78
r2q1rk1/ppp2pp1/2n1b2p/3n2N1/3b4/3B1N1P/PP3PP1/R1BQR1K1 w - - 0 15,+104
r2q1rk1/ppp2pp1/2n1R2p/3n2N1/3b4/3B1N1P/PP3PP1/R1BQ2K1 b - - 0 15,+58
r2q1rk1/ppp2pp1/2n1R3/3n2p1/3b4/3B1N1P/PP3PP1/R1BQ2K1 w - - 0 16,+278
r2q1rk1/ppp2pp1/2R5/3n2p1/3b4/3B1N1P/PP3PP1/R1BQ2K1 b - - 0 16,+224
r2q1rk1/p1p2pp1/2p5/3n2p1/3b4/3B1N1P/PP3PP1/R1BQ2K1 w - - 0 17,+286
r2q1rk1/p1p2pp1/2p5/3n2p1/3N4/3B3P/PP3PP1/R1BQ2K1 b - - 0 17,+271
r2q1rk1/p1p2pp1/2p5/6p1/1n1N4/3B3P/PP3PP1/R1BQ2K1 w - - 1 18,+353
r2q1rk1/p1p2pp1/2p5/6p1/1n1N4/7P/PP2BPP1/R1BQ2K1 b - - 2 18,+276
r2q1rk1/p1p2pp1/8/2p3p1/1n1N4/7P/PP2BPP1/R1BQ2K1 w - - 0 19,+323
